article,biomonitoring,biomonitoring/effect_marker,biomonitoring/effect_marker/biomarker,biomonitoring/effect_marker/biomarker/gene,biomonitoring/effect_marker/biomarker/molecule,biomonitoring/effect_marker/biomarker/molecule/lipid,biomonitoring/effect_marker/biomarker/molecule/other_molecule,biomonitoring/effect_marker/biomarker/molecule/protein,biomonitoring/effect_marker/biomarker/other,biomonitoring/effect_marker/biomarker/oxidative_stress,biomonitoring/effect_marker/physiological_parameter,biomonitoring/exposure_biomarker,biomonitoring/exposure_biomarker/adipose_tissue,biomonitoring/exposure_biomarker/blood,biomonitoring/exposure_biomarker/blood/children,biomonitoring/exposure_biomarker/blood/cord_blood,biomonitoring/exposure_biomarker/blood/pregnant_women,biomonitoring/exposure_biomarker/blood/workers,biomonitoring/exposure_biomarker/hair_nail,biomonitoring/exposure_biomarker/hair_nail/children,biomonitoring/exposure_biomarker/hair_nail/pregnant_women,biomonitoring/exposure_biomarker/hair_nail/workers,biomonitoring/exposure_biomarker/mothers_milk,biomonitoring/exposure_biomarker/other,biomonitoring/exposure_biomarker/placenta,biomonitoring/exposure_biomarker/urine,biomonitoring/exposure_biomarker/urine/children,biomonitoring/exposure_biomarker/urine/pregnant_women,biomonitoring/exposure_biomarker/urine/workers,exposure_routes,exposure_routes/combined,exposure_routes/dermal_uptake,exposure_routes/dermal_uptake/children,exposure_routes/dermal_uptake/pregnant_women,exposure_routes/dermal_uptake/workers,exposure_routes/inhalation,exposure_routes/inhalation/modeled_exposure,exposure_routes/inhalation/modeled_exposure/children,exposure_routes/inhalation/modeled_exposure/pregnant_women,exposure_routes/inhalation/modeled_exposure/workers,exposure_routes/inhalation/other,exposure_routes/inhalation/other/children,exposure_routes/inhalation/other/pregnant_women,exposure_routes/inhalation/other/workers,exposure_routes/inhalation/personal_measurement,exposure_routes/inhalation/personal_measurement/children,exposure_routes/inhalation/personal_measurement/pregnant_women,exposure_routes/inhalation/personal_measurement/workers,exposure_routes/oral_intake,exposure_routes/oral_intake/drinking_water,exposure_routes/oral_intake/drinking_water/children,exposure_routes/oral_intake/drinking_water/pregnant_women,exposure_routes/oral_intake/dust,exposure_routes/oral_intake/dust/children,exposure_routes/oral_intake/dust/pregnant_women,exposure_routes/oral_intake/dust/workers,exposure_routes/oral_intake/food,exposure_routes/oral_intake/food/children,exposure_routes/oral_intake/food/pregnant_women,exposure_routes/oral_intake/products,exposure_routes/oral_intake/products/children,exposure_routes/oral_intake/products/pregnant_women,exposure_routes/oral_intake/soil,exposure_routes/oral_intake/soil/children,exposure_routes/oral_intake/soil/pregnant_women,exposure_routes/oral_intake/soil/workers,site_comparisons,site_comparisons/polluted_area,site_comparisons/workplace
"Several studies in the Amazonian Basin have shown that riverine populations are exposed to methylmercury through fish consumption .
It has been suggested that seasonal variations in hair mercury observed through sequential analyses may be related to the changes in fish species ingested by the local communities .
The aim of the present study was to investigate the relationship between fish-eating practices and seasonal variation in mercury exposure .
A group of 36 women from a village located on the banks of the Tapajós River , a major tributary of the Amazon , comprised the present study population .
An interview-administered questionnaire was used to gather information on socio-demographic characteristics , fish-eating practices and other relevant information .
The women also provided hair samples of at least 24 cm in length for mercury analysis .
Hair total and inorganic mercury concentration was measured using a cold vapor atomic absorption analytical method .
Trigonometric regression analysis was done to assess the seasonal variation of total mercury levels .
Variations in inorganic mercury were examined by repeated measures analysis of variance , and analysis of contrast variable with a polynomial transformation .
The results showed that hair mercury levels varied with the season .
Higher levels were observed in months corresponding to the dry season , with lower levels in the rainy season .
Herbivorous fish predominated the diet for 47.2% of the women during the dry season , but this rose to 72.2% during the rainy season .
Those who reported eating fish daily had higher mercury levels in hair compared to those who only ate fish a few times per week .
Retrospective mercury analyses , evaluated by the quantity of mercury present in each centimeter of hair , indicate that mean mercury level of the population decreased over the 2 years prior to the study .
The percentage of inorganic mercury over the total mercury in hair increased towards the extremities of the hair strand .
Higher percentages of inorganic mercury were found for the group who ate more fish ( on a daily consumption basis ) .
These results support the assumption that there are seasonal variations in methylmercury exposure and also a relationship between type of fish species consumed and the resulting hair mercury levels .",1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"Concentrations of 15 VOCs including 1,3-butadiene , benzene , and styrene were measured in a wide range of urban microenvironments , viz : homes , offices , restaurants , pubs , department stores , coach and train stations , cinemas , libraries , laboratories , perfume shops , heavily trafficked roadside locations , buses , trains , and automobiles .
For most target VOCs-including 1,3-butadiene and benzene-mean concentrations at heavily trafficked roadside locations were exceeded by those in automobiles and were comparable to those in pubs and train stations .
With regard to indoor-outdoor relationships in homes , this study revealed higher mean indoor concentrations , no correlation between simultaneously measured indoor and outdoor concentrations , and significantly different patterns of diurnal variation .
Thus-in poorly ventilated buildings-indoor emission source strength is considered a more significant influence on VOC concentrations than infiltration of outdoor air .
In the six smoking homes studied , environmental tobacco smoke ( ETS ) was found to make a substantial contribution to concentrations of 1,3-butadiene .
This finding was based on the significantly higher concentrations detected in smoking compared to nonsmoking homes , the significant correlation between 1,3-butadiene concentrations and those of 3-ethenylpyridine ( an ETS marker ) , factor analysis , and the results of a source apportionment exercise based on ratios of 1,3-butadiene to 3-ethenylpyridine .",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Twelve polycyclic aromatic hydrocarbons were simultaneously measured in indoor and outdoor air of eight homes in Hangzhou , China in both summer and autumn in 1999 .
It was observed that the sum of PAHs concentrations in indoor air were ranged from 1.418 to 20.466 micrograms/m3 in summer and from 3.897 to 29.852 micrograms/m3 in autumn ; the corresponding concentrations in outdoor air were between 1.380 and 20.468 micrograms/m3 in the summer and between 2.721 and 30.678 micrograms/m3 in autumn .
The PAHs concentrations in indoor air generally exceeded that in the corresponding outdoor air .
It was indicated that the two- , three- , and four-ring PAHs were predominantly in vapor phase , while the five-ring PAHs were primarily associated with the particulate phase .
The fraction of PAHs in vapor phase will increase with the increase of temperature .
Among the 12 PAHs , naphthalene was the most abundant PAHs found in indoor and outdoor air .
Both in summer and autumn , it contributed more than 60% to the sum of PAHs .
Because of the different functions and ventilation conditions , the concentrations of PAHs in the rooms were bedroom > kitchen > living room > balcony .
By the contrast of BaP concentrations in smoker and nonsmoker's homes , we know that smoking in indoors could contribute 67% of BaP to the homes .",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Polychlorinated biphenyls ( PCBs ) remain public health concerns because of their persistence in the environment and their potential health impact .
We linked data from three mixed cross-sectional/longitudinal surveys of Michigan anglers conducted by the Michigan Department of Public Health in 1973-1974 , 1979-1982 , and 1989-1993 to examine the association between sport-caught fish consumption and serum PCBs .
The reported weight of fish consumed declined over the three surveys ( median 40 , 38 , and 31 lb/yr ) .
Serum Aroclor 1260 levels were 2-3 times higher in fish-eaters than in nonfish-eaters in all three surveys in both men and women .
In nonfish-eaters , serum PCB levels rose between 1973-1974 and 1979-1982 [ adjusted change = 0.30 log(ppb) , p = 0.01 ] and then declined between 1979-1982 and 1989-1993 [ adjusted change = -0.16 log(ppb) , p = 0.002 ] .
Among fish-eaters , serum PCB levels also rose between 1973-1974 and 1979-1982 [ adjusted change = 0.45 log(ppb) , p < 0.001 ] but were unchanged between 1979-1982 and 1989-1993 [ adjusted change = -0.09 log(ppb) , p = 0.14 ] .
Predictors of serum PCB levels included annual fish consumption , gender , and age .
We conclude that background human serum levels of Aroclor 1260 had declined by 1989-1993 from earlier peak levels .
Among consumers of sport-caught Great Lake fish , serum PCB levels did not significantly decrease , probably due to continued exposure and the long half-life of PCB .",1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"Air samples from a plant engaged in recycling electronics goods , a factory assembling printed circuit boards , a computer repair facility , offices equipped with computers , and outdoor air have been analyzed with respect to their content of brominated hydrocarbon and phosphate ester flame retardants .
Polybrominated diphenyl ethers , polybrominated biphenyls , 1,2-bis(2,4,6-tribromophenoxy)-ethane , tetrabromobisphenol A , and organophosphate esters were all detected in the indoor air samples , with the highest concentrations being detected in air from the recycling plant .
In air from the dismantling hall at the recycling plant the average concentrations of decabromodiphenyl ether , tetrabromobisphenol A , and triphenyl phosphate were 38 , 55 , and 58 pmol/m3 , respectively .
Significantly higher levels of all of these additives were present in air in the vicinity of the shredder at the dismantling plant .
This is the first time that 1,2-bis(2,4,6-tribromophenoxy)-ethane and several arylated phosphate esters are reported to be contaminants of air in occupational settings .
At all of the other sites investigated , low levels of flame retardants were detected in the indoor air .
Flame retardants associated with airborne particles , present at elevated levels , pose a potential health hazard to the exposed workers .",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Kitchen-area 22-h gravimetric PM2.5 and passive diffusion stain-tube carbon monoxide ( CO ) concentrations were measured in homes with open fire and improved wood cookstoves in two studies .
In the first study ( Guat-2 ) , which also studied homes with gas cookstoves , three samples were collected per stove condition from each of three test houses .
In the second study ( Guat-3 ) , one sample was collected per house from 15 open fire and 25 improved-stove houses .
CO personal samples were also taken for mother and child in both studies .
Spearman correlation coefficients ( R ) between kitchen-area CO and PM2.5 levels in homes using open fires or impoved wood cookstoves were high ranging from 0.92 ( Guat-2 ) to 0.94 ( Guat-3 ) , as were those between the personal samples for mother and child ranging from 0.85 ( Guat-3 ) to 0.96 ( Guat-2 ) .
In general , the correlations were lower for less-polluted conditions .
The study found that CO is a good proxy for PM2.5 in homes using open fires or planchas ( improved wood cookstove with chimney ) but not under gas stove use conditions .
It also determined that mother personal CO is a good proxy for child's ( under 2 years of age ) personal CO and that area CO measurements are not strongly representative of personal CO measurements .
These results generally support the use of Draeger CO passive diffusion tubes as a proxy for PM2.5 in such cases where a single type of emission source is the predominant source for CO and PM2.5 .",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Effects of polychlorinated dibenzo-p-dioxins ( PCDDs ) , polychlorinated dibenzofurans ( PCDFs ) and coplanar polychlorinated biphenyls ( Co-PCBs ) on thyroid hormone and immune response systems were examined in 16 Yusho patients at about 30 years after the outbreak of the Yusho accident .
Their toxic equivalent ( TEQ ) levels in the blood were 27.8-1048.5 pg/g fat with the median level of 222.4 pg/g fat , which was about seven times higher than that of healthy Japanese people .
Even at such high blood TEQ concentrations , they seemed not to affect the serum levels of thyroid hormones , thyroid stimulating hormone ( TSH ) , immunoglobulins ( A , G and M ) , autoantibodies ( antinuclear antibody , rheumatoid and lupus erythematosus ( LE ) factors ) , and lymphocyte subsets in the blood .
However , positive rates of rheumatoid factor were considered to increase in higher blood TEQ groups .
This investigation was done using rather small number of Yusho patients , so further large-scale investigations are needed to get more conclusive findings concerning their effects on thyroid hormone and immune response systems .",1,1,1,0,1,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Hexachlorobenzene ( HCB ) is an organochlorine compound widespread in the environment , highly lipophilic , that accumulates in biological systems .
It has been suggested that it should be classified as a dioxin-like compound .
Newborns are exposed to organochlorine compounds across the placenta and through breastfeeding .
Although HCB is one of the most common organochlorine compounds , the transplacental transference of HCB from mother to fetus during pregnancy has been scarcely documented .
This study reports the levels of HCB , dichlorodiphenyl trichloroethane ( DDT ) and its metabolite p,p'DDE , polychlorinated biphenyls ( PCBs ) , and beta-hexachlorocyclohexane ( beta-HCH ) in 72 maternal blood samples at delivery and in 69 cord blood samples , from which 62 corresponded to mother infant pairs born between May 1997 and September 1999 in a rural area highly exposed to HCB .
Results show that all newborns presented detectable levels of HCB , PCBs , and p,p'DDE , and , to a lesser extent , of beta-HCH , the HCB levels being the highest .
The geometric mean of HCB was 1.1 ng/ml , ranging from 0.3 to 5.7 ng/ml .
Concentrations of HCB levels in cord blood ( log ng/ml ) were positively associated with concentrations in maternal blood ( log ng/ml ) ( coefficient = 0.45 , P < 0.01 ) .
Gestational age was not associated with the transplacental transfer of HCB .
Maternal p,p'DDE and beta-HCH levels were also associated with newborn levels , but levels of PCBs were not .
We conclude that HCB , similar to other organochlorinated compounds , has a transplacental transfer .",1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Two mass-food poisonings called Yusho and Yucheng occurred in Japan and Taiwan in 1968 and 1979 , respectively .
Blood samples from five Yusho patients and three Yucheng patients were collected several times from 1982 to 1998 and from 1980 to 1995 , respectively , and analyzed for polychlorinated dibenzofurans ( PCDF ) and polychlorinated biphenyls ( PCB ) congeners .
Fat base concentrations of 2,3,4,7,8-penta-CDF in the Yusho patients , which were responsible for about 70% of the dioxin toxicity , are estimated to be decreased from 60 ppb in 1969 to 800 ppt in 1997 with the median half-life of 2.9 years in the first 15 years after onset and 7.7 years in the next stage of 15 years .
Typical Yusho symptoms of acneiform eruption , dermal pigmentation and increased eye discharge were very gradually recovered with lapse of several years .
However , enzyme and/or hormone-mediated signs of high serum triglyceride , high serum thyroxin , immunoglobulin disorder and others are persistently maintained for 30 years .",1,1,1,0,1,1,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Highly toxic organochlorine chemicals such as polychlorinated dibenzo-p-dioxins ( PCDDs ) , polychlorinated dibenzofurans ( PCDFs ) and coplanar polychlorinated biphenyls ( CoPCBs ) were determined in the peripheral blood and sebum from the face of 16 "" Yusho "" patients of about 27 yr after the outbreak of Yusho accident , and 39 healthy Japanese people .
The mean total toxic equivalent ( TEQ ) levels of PCDDs , PCDFs and CoPCBs in the blood were still about seven times higher in Yusho patients than in healthy Japanese at the age of 45 yr and more .
The sebum excretion of these chemicals seemed proportional to their blood levels in Yusho patients .
These toxic chemicals , however , did not enhance frequencies of sister chromatid exchanges ( SCEs ) in the control and 7,8-benzoflavone ( ANF ) treated cultures in Yusho patients .
Hence , no significant difference was observed in the mean SCE rates between the Yusho patients and general Japanese people of more than 45 yr of age .
In this study , the number of Yusho patients examined is limited , so further large-scale investigations are needed to get more conclusive results concerning the genotoxic potency such as SCE induction .",1,1,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
